Date,Product,Category,Quantity,Price,Region
2024-09-10,Laptop,Electronics,12,48456,North
2024-08-28,Sofa,Furniture,6,37706,South
2024-11-25,Keyboard,Electronics,12,38362,South
2024-04-14,Pen,Stationery,7,35997,South
2024-06-06,Desk,Furniture,7,23295,North
2024-07-31,Pen,Stationery,18,4494,West
2024-08-26,Printer,Electronics,12,31655,North
2024-10-26,Notebook,Stationery,13,3339,South
2024-10-04,Notebook,Stationery,1,46707,North
2024-11-22,Keyboard,Electronics,18,35790,South
2024-12-24,Desk,Furniture,6,8321,East
2024-12-30,Table,Furniture,11,14748,North
2024-07-04,Pen,Stationery,9,7536,East
2024-09-27,Books,Stationery,2,17670,West
2024-12-18,Table,Furniture,13,48184,West
2024-03-19,Books,Stationery,2,37155,South
2024-08-31,Pen,Stationery,15,6633,North
2024-01-26,Monitor,Electronics,2,11273,South
2024-05-02,Mouse,Electronics,19,5292,North
2024-07-04,Notebook,Stationery,14,46015,West
2024-02-20,Headphones,Electronics,11,25775,East
2024-01-26,Tablet,Electronics,19,46459,North
2024-12-21,Desk,Furniture,18,12879,South
2024-05-02,Laptop,Electronics,4,38560,North
2024-09-14,Chair,Furniture,3,36050,North
2024-04-08,Laptop,Electronics,6,25387,East
2024-08-27,Mobile,Electronics,1,21792,East
2024-06-13,Pen,Stationery,4,29580,East
2024-02-25,Notebook,Stationery,18,48566,East
2024-11-29,Sofa,Furniture,10,22217,North
2024-08-10,Tablet,Electronics,5,17370,East
2024-01-23,Pen,Stationery,7,11835,West
2024-06-17,Printer,Electronics,6,35465,West
2024-09-29,Pen,Stationery,5,48028,West
2024-03-19,Pen,Stationery,15,860,South
2024-12-13,Tablet,Electronics,13,19897,West
2024-04-22,Laptop,Electronics,10,8039,South
2024-12-14,Sofa,Furniture,16,30724,East
2024-09-26,Chair,Furniture,3,19417,South
2024-07-24,Mouse,Electronics,2,1659,West
2024-08-09,Notebook,Stationery,5,13385,East
2024-01-04,Pen,Stationery,15,22491,North
2024-12-31,Laptop,Electronics,11,47509,South
2024-02-25,Notebook,Stationery,17,3847,East
2024-05-18,Desk,Furniture,13,40300,East
2024-08-01,Chair,Furniture,6,20784,West
2024-12-12,Notebook,Stationery,5,30482,South
2024-10-18,Desk,Furniture,15,12712,West
2024-07-20,Desk,Furniture,7,659,South
2024-03-05,Keyboard,Electronics,13,33124,East
2024-12-22,Keyboard,Electronics,13,48798,East
2024-11-23,Keyboard,Electronics,17,5267,North
2024-08-03,Books,Stationery,12,30888,West
2024-06-08,Chair,Furniture,1,356,South
2024-11-11,Sofa,Furniture,17,18166,East
2024-05-24,Mobile,Electronics,2,34843,West
2024-11-27,Desk,Furniture,17,9876,West
2024-02-19,Sofa,Furniture,11,39068,West
2024-06-18,Mobile,Electronics,5,32913,East
2024-05-27,Printer,Electronics,11,16730,South
2024-03-05,Printer,Electronics,16,13125,West
2024-03-01,Keyboard,Electronics,12,45756,East
2024-07-04,Sofa,Furniture,10,2208,East
2024-08-14,Notebook,Stationery,9,4432,North
2024-09-16,Keyboard,Electronics,10,29418,East
2024-10-18,Books,Stationery,11,45267,South
2024-11-26,Sofa,Furniture,17,12880,South
2024-04-26,Books,Stationery,6,24057,East
2024-04-22,Pen,Stationery,5,31633,East
2024-05-01,Mobile,Electronics,4,4342,North
2024-12-21,Mobile,Electronics,1,3599,East
2024-06-14,Mobile,Electronics,17,23307,North
2024-07-07,Laptop,Electronics,13,25134,West
2024-05-05,Notebook,Stationery,10,32939,South
2024-07-13,Laptop,Electronics,17,34890,South
2024-02-23,Tablet,Electronics,7,17388,West
2024-07-21,Table,Furniture,2,35157,East
2024-09-10,Keyboard,Electronics,16,24174,West
2024-02-16,Pen,Stationery,16,9441,South
2024-12-02,Tablet,Electronics,16,32630,East
2024-11-24,Table,Furniture,11,36756,South
2024-02-23,Mouse,Electronics,12,20602,South
2024-02-28,Chair,Furniture,11,9287,West
2024-11-06,Notebook,Stationery,17,25789,North
2024-02-21,Headphones,Electronics,19,46712,South
2024-06-08,Pen,Stationery,17,14735,South
2024-01-28,Books,Stationery,4,46685,North
2024-09-29,Books,Stationery,4,12978,West
2024-07-02,Notebook,Stationery,15,42061,East
2024-07-04,Chair,Furniture,3,42915,East
2024-10-19,Books,Stationery,3,40102,East
2024-07-07,Laptop,Electronics,1,13511,North
2024-09-26,Table,Furniture,4,31060,South
2024-12-06,Books,Stationery,16,4582,North
2024-08-10,Books,Stationery,5,7438,North
2024-03-28,Chair,Furniture,3,22921,East
2024-08-31,Headphones,Electronics,15,22431,North
2024-10-04,Sofa,Furniture,14,36884,South
2024-05-23,Laptop,Electronics,14,14479,North
2024-02-24,Keyboard,Electronics,17,9711,East
2024-10-11,Sofa,Furniture,1,12036,North
2024-04-21,Sofa,Furniture,16,48258,South
2024-02-10,Headphones,Electronics,10,39085,East
2024-03-27,Tablet,Electronics,18,4101,North
2024-03-09,Laptop,Electronics,2,39259,West
2024-07-09,Books,Stationery,7,49147,South
2024-11-07,Headphones,Electronics,18,18115,North
2024-05-04,Books,Stationery,5,22591,West
2024-07-15,Notebook,Stationery,5,39132,South
2024-02-08,Table,Furniture,1,19303,South
2024-10-02,Chair,Furniture,1,22827,West
2024-10-13,Headphones,Electronics,18,19617,West
2024-11-24,Desk,Furniture,1,16205,East
2024-01-16,Notebook,Stationery,9,790,West
2024-08-29,Table,Furniture,3,25925,West
2024-04-21,Headphones,Electronics,2,17194,East
2024-03-25,Tablet,Electronics,15,16899,East
2024-09-14,Chair,Furniture,9,46972,East
2024-08-08,Desk,Furniture,10,36684,South
2024-03-24,Monitor,Electronics,6,35265,East
2024-08-15,Pen,Stationery,18,29949,West
2024-06-21,Mouse,Electronics,5,732,West
2024-02-06,Desk,Furniture,14,16326,West
2024-11-23,Books,Stationery,12,43451,West
2024-07-02,Keyboard,Electronics,2,46807,South
2024-11-15,Mobile,Electronics,16,35107,South
2024-02-28,Books,Stationery,11,8115,West
2024-10-04,Printer,Electronics,19,35576,North
2024-10-27,Laptop,Electronics,17,11279,West
2024-07-22,Chair,Furniture,1,13924,South
2024-06-25,Mouse,Electronics,5,8053,South
2024-01-25,Tablet,Electronics,8,486,South
2024-06-26,Mouse,Electronics,8,3509,North
2024-08-18,Books,Stationery,15,25845,West
2024-05-14,Pen,Stationery,6,28172,South
2024-05-29,Books,Stationery,16,2697,East
2024-08-16,Printer,Electronics,12,17140,West
2024-07-02,Books,Stationery,13,44971,North
2024-08-01,Tablet,Electronics,3,29148,South
2024-01-29,Laptop,Electronics,18,37909,East
2024-08-13,Books,Stationery,17,27803,South
2024-04-03,Books,Stationery,14,35962,South
2024-02-10,Headphones,Electronics,10,12147,South
2024-02-18,Books,Stationery,17,20167,North
2024-05-02,Desk,Furniture,18,31576,South
2024-09-24,Books,Stationery,8,1828,West
2024-09-10,Headphones,Electronics,9,22494,East
2024-03-21,Pen,Stationery,5,6312,South
2024-07-31,Keyboard,Electronics,19,44339,South
2024-11-28,Desk,Furniture,5,13618,North
2024-07-28,Mouse,Electronics,14,3371,West
2024-03-17,Table,Furniture,1,34152,North
2024-01-15,Pen,Stationery,3,18694,West
2024-11-26,Books,Stationery,7,33717,East
2024-11-25,Monitor,Electronics,6,9728,West
2024-10-18,Mouse,Electronics,19,37222,East
2024-04-24,Books,Stationery,9,47950,North
2024-03-24,Desk,Furniture,4,4676,North
2024-03-31,Headphones,Electronics,5,30385,East
2024-12-04,Desk,Furniture,4,44618,East
2024-01-09,Desk,Furniture,19,45378,North
2024-11-25,Keyboard,Electronics,14,31641,West
2024-12-30,Books,Stationery,6,23869,North
2024-01-19,Tablet,Electronics,18,13535,North
2024-02-07,Desk,Furniture,2,47755,West
2024-04-16,Pen,Stationery,17,38170,West
2024-05-16,Desk,Furniture,11,48683,South
2024-03-30,Desk,Furniture,6,38744,East
2024-02-25,Notebook,Stationery,16,14223,South
2024-10-07,Pen,Stationery,18,18444,West
2024-09-05,Mobile,Electronics,10,13348,West
2024-10-20,Monitor,Electronics,9,25954,North
2024-12-10,Chair,Furniture,14,47673,North
2024-01-15,Table,Furniture,18,33459,West
2024-02-26,Mouse,Electronics,11,16671,East
2024-09-25,Mobile,Electronics,19,44572,East
2024-02-17,Notebook,Stationery,1,41856,North
2024-03-11,Sofa,Furniture,10,21704,South
2024-03-06,Books,Stationery,13,37101,South
2024-01-07,Monitor,Electronics,15,9355,South
2024-09-09,Pen,Stationery,14,38073,North
2024-02-02,Tablet,Electronics,19,42464,West
2024-11-08,Sofa,Furniture,9,41129,West
2024-01-24,Notebook,Stationery,1,38131,North
2024-11-27,Mobile,Electronics,13,34066,North
2024-06-03,Mouse,Electronics,18,41103,East
2024-11-11,Chair,Furniture,7,40918,South
2024-12-18,Laptop,Electronics,5,29854,East
2024-01-18,Tablet,Electronics,11,29986,North
2024-02-23,Sofa,Furniture,7,41933,North
2024-09-23,Notebook,Stationery,12,12934,North
2024-04-23,Monitor,Electronics,16,23223,East
2024-08-16,Table,Furniture,15,12388,South
2024-04-14,Desk,Furniture,17,18225,South
2024-02-12,Notebook,Stationery,13,44806,South
2024-05-23,Books,Stationery,19,12313,South
2024-08-20,Books,Stationery,4,31117,East
2024-07-12,Pen,Stationery,11,11016,South
2024-04-16,Books,Stationery,8,14284,East
2024-07-02,Sofa,Furniture,16,17229,West
2024-05-25,Keyboard,Electronics,12,28973,West
2024-09-20,Books,Stationery,7,15061,West
2024-01-03,Pen,Stationery,9,36235,North
2024-01-04,Sofa,Furniture,14,23872,North
2024-01-17,Table,Furniture,11,46653,West
2024-07-25,Pen,Stationery,13,3673,East
2024-11-13,Sofa,Furniture,5,37843,West
2024-06-21,Laptop,Electronics,3,24535,South
2024-01-21,Pen,Stationery,6,27628,West
2024-12-04,Notebook,Stationery,1,8598,East
2024-12-14,Books,Stationery,12,49494,West
2024-08-22,Mouse,Electronics,15,48691,West
2024-09-13,Sofa,Furniture,3,34418,East
2024-01-26,Laptop,Electronics,9,45568,East
2024-11-22,Tablet,Electronics,6,42564,West
2024-02-05,Notebook,Stationery,19,32948,East
2024-05-21,Mobile,Electronics,15,36619,West
2024-03-19,Mouse,Electronics,13,25695,South
2024-07-23,Mouse,Electronics,19,28898,North
2024-10-06,Keyboard,Electronics,15,8755,East
2024-08-23,Table,Furniture,9,4108,North
2024-06-05,Desk,Furniture,14,17910,South
2024-02-07,Pen,Stationery,15,16475,East
2024-04-04,Sofa,Furniture,16,27173,West
2024-07-08,Notebook,Stationery,11,9053,East
2024-05-07,Printer,Electronics,7,5031,North
2024-10-19,Mouse,Electronics,19,18173,East
2024-05-01,Sofa,Furniture,3,48990,East
2024-11-24,Books,Stationery,17,18396,North
2024-05-06,Mobile,Electronics,13,34329,North
2024-11-15,Tablet,Electronics,8,27267,South
2024-09-20,Mouse,Electronics,3,22688,North
2024-01-02,Books,Stationery,12,7022,South
2024-12-01,Mobile,Electronics,2,4070,East
2024-06-01,Books,Stationery,18,14647,South
2024-09-29,Table,Furniture,11,22848,South
2024-01-02,Mouse,Electronics,16,12663,West
2024-03-18,Pen,Stationery,2,29276,West
2024-08-23,Headphones,Electronics,4,2822,South
2024-05-17,Notebook,Stationery,6,23170,West
2024-05-10,Mobile,Electronics,10,27514,West
2024-12-22,Chair,Furniture,9,22789,West
2024-11-21,Headphones,Electronics,8,40106,East
2024-08-08,Sofa,Furniture,10,48988,North
2024-12-09,Books,Stationery,14,16565,East
2024-05-24,Table,Furniture,12,30058,North
2024-03-02,Table,Furniture,15,5764,North
2024-03-16,Pen,Stationery,3,22308,East
2024-02-01,Chair,Furniture,19,46748,East
2024-11-21,Books,Stationery,1,42518,West
2024-06-28,Laptop,Electronics,7,36263,West
2024-03-06,Sofa,Furniture,5,40140,East
2024-12-05,Books,Stationery,16,49396,South
2024-10-08,Notebook,Stationery,11,26501,South
2024-07-04,Mouse,Electronics,9,20537,South
2024-04-02,Notebook,Stationery,15,47245,North
2024-09-21,Pen,Stationery,17,4127,South
2024-11-02,Printer,Electronics,4,28307,North
2024-03-17,Pen,Stationery,6,37721,West
2024-12-09,Chair,Furniture,6,6574,North
2024-08-22,Notebook,Stationery,1,25495,South
2024-03-12,Desk,Furniture,14,7612,East
2024-08-15,Notebook,Stationery,19,5213,South
2024-02-11,Chair,Furniture,18,35443,North
2024-03-06,Table,Furniture,4,28790,East
2024-11-05,Monitor,Electronics,19,12275,North
2024-04-14,Sofa,Furniture,11,46218,West
2024-08-05,Mouse,Electronics,13,27358,North
2024-07-22,Monitor,Electronics,19,46533,South
2024-12-07,Chair,Furniture,5,13411,North
2024-05-29,Books,Stationery,9,12480,East
2024-03-01,Desk,Furniture,10,28493,East
2024-07-09,Table,Furniture,17,7144,East
2024-07-05,Pen,Stationery,15,42172,East
2024-02-17,Chair,Furniture,4,33502,West
2024-03-10,Pen,Stationery,10,46213,East
2024-04-04,Desk,Furniture,19,34117,North
2024-04-12,Laptop,Electronics,15,17729,South
2024-12-14,Pen,Stationery,19,49094,East
2024-12-25,Monitor,Electronics,18,37245,East
2024-02-20,Pen,Stationery,6,1131,East
2024-09-05,Printer,Electronics,15,28451,East
2024-09-24,Books,Stationery,10,29595,North
2024-11-11,Books,Stationery,10,49026,South
2024-08-05,Mobile,Electronics,5,30753,North
2024-08-03,Desk,Furniture,8,15152,West
2024-01-18,Notebook,Stationery,3,22404,North
2024-01-01,Mobile,Electronics,5,26065,East
2024-05-07,Mobile,Electronics,7,31085,West
2024-10-30,Books,Stationery,12,25076,West
2024-09-24,Desk,Furniture,19,4946,North
2024-12-30,Chair,Furniture,2,35690,East
2024-08-21,Books,Stationery,3,6780,East
2024-07-25,Pen,Stationery,6,13591,West
2024-03-26,Mouse,Electronics,5,38433,South
2024-07-02,Books,Stationery,18,18133,West
2024-10-19,Chair,Furniture,15,38696,North
2024-08-09,Tablet,Electronics,3,8250,South
2024-06-02,Desk,Furniture,4,44067,West
2024-05-07,Printer,Electronics,7,12907,North
2024-04-17,Sofa,Furniture,12,47106,East
2024-12-22,Notebook,Stationery,7,18991,West
2024-01-29,Mouse,Electronics,14,14126,South
2024-07-29,Laptop,Electronics,4,8621,West
2024-12-18,Books,Stationery,9,12112,South
2024-05-23,Printer,Electronics,9,36586,East
2024-05-18,Notebook,Stationery,18,15958,North
2024-09-11,Mobile,Electronics,10,7792,North
2024-04-01,Desk,Furniture,18,25351,West
2024-12-20,Headphones,Electronics,12,32861,North
2024-10-27,Table,Furniture,18,36748,East
2024-09-13,Chair,Furniture,15,11368,West
2024-07-26,Table,Furniture,19,42870,East
2024-03-22,Pen,Stationery,10,28126,South
2024-09-08,Mobile,Electronics,18,35037,East
2024-12-12,Pen,Stationery,12,17058,West
2024-12-31,Books,Stationery,8,27244,North
2024-12-01,Chair,Furniture,19,28184,West
2024-03-02,Monitor,Electronics,8,10322,South
2024-12-30,Chair,Furniture,14,16216,South
2024-01-17,Chair,Furniture,4,8875,South
2024-06-21,Laptop,Electronics,11,17299,East
2024-02-16,Notebook,Stationery,1,46210,South
2024-09-28,Notebook,Stationery,12,29592,East
2024-05-07,Mobile,Electronics,17,11119,South
2024-06-05,Pen,Stationery,9,24856,South
2024-05-13,Books,Stationery,16,691,North
2024-06-14,Monitor,Electronics,2,447,North
2024-03-05,Keyboard,Electronics,7,6969,North
2024-04-08,Notebook,Stationery,15,23093,South
2024-10-09,Table,Furniture,10,13038,West
2024-01-18,Pen,Stationery,8,10582,North
2024-05-19,Printer,Electronics,19,6074,North
2024-03-17,Sofa,Furniture,12,21795,North
2024-10-06,Notebook,Stationery,7,7145,East
2024-09-07,Pen,Stationery,9,27859,West
2024-11-20,Desk,Furniture,16,12066,North
2024-01-14,Table,Furniture,13,18912,East
2024-02-22,Monitor,Electronics,6,46728,South
2024-08-30,Notebook,Stationery,1,21799,West
2024-12-28,Pen,Stationery,8,19299,West
2024-09-08,Tablet,Electronics,5,46833,West
2024-07-04,Sofa,Furniture,6,734,West
2024-06-08,Pen,Stationery,5,33456,West
2024-01-08,Headphones,Electronics,11,37912,North
2024-09-11,Chair,Furniture,3,39651,East
2024-12-13,Pen,Stationery,13,3788,North
2024-08-12,Chair,Furniture,12,29777,South
2024-03-20,Desk,Furniture,16,8740,South
2024-02-24,Pen,Stationery,17,7510,North
2024-11-09,Printer,Electronics,15,47900,East
2024-08-02,Printer,Electronics,8,40512,North
2024-11-04,Books,Stationery,14,34369,East
2024-04-24,Pen,Stationery,15,39859,South
2024-09-28,Books,Stationery,12,1141,West
2024-04-02,Printer,Electronics,8,23582,South
2024-10-29,Table,Furniture,1,3165,North
2024-01-24,Chair,Furniture,13,48748,East
2024-11-22,Tablet,Electronics,12,6088,West
2024-03-16,Laptop,Electronics,14,14813,West
2024-09-01,Printer,Electronics,17,36363,North
2024-03-08,Sofa,Furniture,1,13061,West
2024-09-15,Laptop,Electronics,7,42532,West
2024-09-02,Pen,Stationery,16,3117,North
2024-02-29,Pen,Stationery,6,884,South
2024-05-18,Laptop,Electronics,19,32021,West
2024-08-23,Notebook,Stationery,7,49320,West
2024-01-15,Laptop,Electronics,18,13510,North
2024-04-28,Tablet,Electronics,12,49825,North
2024-01-08,Keyboard,Electronics,7,10365,North
2024-05-22,Books,Stationery,8,46204,North
2024-10-19,Books,Stationery,11,45580,North
2024-02-22,Sofa,Furniture,14,21927,West
2024-07-15,Desk,Furniture,1,26619,South
2024-02-07,Desk,Furniture,11,8071,West
2024-08-27,Notebook,Stationery,12,38208,East
2024-02-18,Headphones,Electronics,11,2529,North
2024-01-15,Notebook,Stationery,10,7247,South
2024-11-14,Pen,Stationery,9,151,North
2024-05-14,Laptop,Electronics,11,7310,North
2024-09-11,Desk,Furniture,5,27368,North
2024-07-13,Keyboard,Electronics,4,41573,South
2024-12-03,Keyboard,Electronics,11,23384,West
2024-05-10,Laptop,Electronics,18,16054,North
2024-11-06,Books,Stationery,17,10402,East
2024-01-15,Chair,Furniture,9,1960,East
2024-09-16,Pen,Stationery,3,17097,West
2024-11-26,Books,Stationery,13,42846,North
2024-10-08,Laptop,Electronics,17,7332,North
2024-08-04,Notebook,Stationery,10,10667,West
2024-11-25,Sofa,Furniture,9,4891,West
2024-03-12,Mouse,Electronics,1,24609,South
2024-02-29,Sofa,Furniture,15,23904,East
2024-02-29,Tablet,Electronics,19,2711,South
2024-09-02,Laptop,Electronics,7,14710,East
2024-05-07,Table,Furniture,1,27401,North
2024-07-13,Sofa,Furniture,11,44259,East
2024-04-20,Sofa,Furniture,15,27118,South
2024-01-13,Books,Stationery,5,43239,North
2024-10-19,Laptop,Electronics,2,5339,West
2024-02-13,Books,Stationery,12,35064,East
2024-08-13,Desk,Furniture,12,48305,South
2024-05-23,Headphones,Electronics,4,26583,South
2024-10-01,Mobile,Electronics,3,44598,East
2024-01-10,Monitor,Electronics,19,4459,East
2024-01-23,Chair,Furniture,15,7354,South
2024-01-04,Sofa,Furniture,10,16658,East
2024-01-31,Sofa,Furniture,7,12442,South
2024-03-27,Books,Stationery,19,22088,West
2024-11-01,Headphones,Electronics,11,5102,West
2024-10-16,Notebook,Stationery,5,4746,North
2024-06-04,Desk,Furniture,1,48357,South
2024-08-23,Chair,Furniture,3,18986,West
2024-03-26,Books,Stationery,9,38765,West
2024-06-13,Chair,Furniture,1,32975,North
2024-04-10,Pen,Stationery,11,38411,South
2024-08-14,Table,Furniture,16,8408,South
2024-06-13,Pen,Stationery,1,16527,West
2024-10-13,Monitor,Electronics,17,14267,West
2024-01-12,Keyboard,Electronics,12,31503,East
2024-03-31,Laptop,Electronics,11,12400,West
2024-10-02,Desk,Furniture,8,21027,West
2024-05-09,Mouse,Electronics,14,40831,North
2024-09-10,Books,Stationery,15,22929,East
2024-11-03,Chair,Furniture,19,39843,West
2024-06-23,Books,Stationery,3,2908,East
2024-11-29,Desk,Furniture,5,15395,West
2024-04-11,Notebook,Stationery,10,46599,West
2024-02-16,Books,Stationery,16,14346,South
2024-09-13,Keyboard,Electronics,11,6905,North
2024-02-16,Headphones,Electronics,14,8180,North
2024-01-06,Pen,Stationery,12,21283,North
2024-08-19,Chair,Furniture,9,15121,South
2024-01-19,Notebook,Stationery,13,49792,East
2024-11-04,Books,Stationery,10,20546,East
2024-06-08,Chair,Furniture,16,13684,South
2024-04-20,Desk,Furniture,16,16165,South
2024-09-18,Mobile,Electronics,19,40267,West
2024-03-28,Notebook,Stationery,14,40491,West
2024-10-22,Table,Furniture,5,34828,South
2024-06-03,Mouse,Electronics,16,682,South
2024-10-02,Desk,Furniture,1,40847,North
2024-01-24,Pen,Stationery,16,47142,South
2024-02-23,Desk,Furniture,8,24378,South
2024-11-12,Desk,Furniture,11,47248,South
2024-07-02,Headphones,Electronics,19,43439,East
2024-12-30,Table,Furniture,18,32226,East
2024-09-01,Books,Stationery,8,2049,North
2024-12-21,Monitor,Electronics,13,32261,South
2024-04-09,Laptop,Electronics,2,2019,South
2024-09-10,Tablet,Electronics,10,7029,North
2024-12-07,Mobile,Electronics,5,24340,North
2024-02-15,Books,Stationery,9,45071,West
2024-08-07,Books,Stationery,19,7714,South
2024-10-08,Keyboard,Electronics,7,39773,West
2024-01-14,Table,Furniture,14,30766,North
2024-11-28,Pen,Stationery,18,610,West
2024-02-28,Notebook,Stationery,5,27997,East
2024-05-20,Pen,Stationery,10,2754,South
2024-10-15,Headphones,Electronics,10,30652,North
2024-08-17,Sofa,Furniture,16,43663,South
2024-11-15,Mouse,Electronics,4,37787,West
2024-01-09,Table,Furniture,12,47434,East
2024-03-27,Printer,Electronics,14,15108,North
2024-05-05,Books,Stationery,2,7920,East
2024-01-30,Sofa,Furniture,16,41137,North
2024-11-06,Keyboard,Electronics,18,25957,West
2024-04-13,Table,Furniture,10,28387,South
2024-08-27,Books,Stationery,12,27894,North
2024-09-28,Pen,Stationery,5,34940,North
2024-03-27,Sofa,Furniture,17,33629,South
2024-12-21,Chair,Furniture,11,40176,East
2024-11-01,Table,Furniture,6,39907,South
2024-02-03,Printer,Electronics,8,8004,West
2024-01-22,Books,Stationery,3,35345,East
2024-01-13,Mouse,Electronics,19,27074,West
2024-11-13,Desk,Furniture,1,36403,North
2024-10-19,Notebook,Stationery,7,25865,North
2024-06-26,Table,Furniture,5,29219,South
2024-07-19,Notebook,Stationery,15,4930,East
2024-05-16,Chair,Furniture,17,46136,East
2024-03-08,Table,Furniture,11,22970,North
2024-04-09,Books,Stationery,1,5708,West
2024-06-21,Chair,Furniture,7,38399,East
2024-01-11,Laptop,Electronics,16,18093,East
2024-11-01,Notebook,Stationery,19,3779,North
2024-06-27,Tablet,Electronics,1,4096,West
2024-11-27,Monitor,Electronics,16,2466,North
2024-06-28,Headphones,Electronics,17,48395,South
2024-03-01,Mobile,Electronics,15,21039,North
2024-01-20,Mouse,Electronics,2,49748,North
2024-07-24,Books,Stationery,1,38601,North
2024-07-05,Tablet,Electronics,1,37232,South
2024-05-17,Keyboard,Electronics,14,31226,East
2024-02-11,Pen,Stationery,4,17079,East
2024-03-02,Mobile,Electronics,4,1801,East
2024-01-26,Mouse,Electronics,18,1047,South
2024-01-20,Sofa,Furniture,9,44448,South
2024-03-21,Mobile,Electronics,16,18777,South
2024-08-11,Monitor,Electronics,10,42916,South
2024-06-20,Keyboard,Electronics,18,46885,North
2024-02-03,Notebook,Stationery,4,1149,West
2024-06-16,Desk,Furniture,11,25137,East
2024-03-02,Books,Stationery,18,33737,South
2024-02-22,Pen,Stationery,7,2034,West
2024-05-20,Pen,Stationery,6,45861,West
2024-10-16,Pen,Stationery,9,41506,North
2024-11-15,Books,Stationery,5,36310,West
2024-05-30,Notebook,Stationery,16,17775,East
2024-12-23,Books,Stationery,13,13242,West
2024-10-29,Mobile,Electronics,3,49956,South
2024-12-17,Headphones,Electronics,13,44136,East
2024-11-05,Printer,Electronics,18,38264,South
2024-04-29,Books,Stationery,4,46341,South
2024-05-30,Pen,Stationery,7,36749,South
2024-03-05,Desk,Furniture,17,47568,South
2024-04-02,Laptop,Electronics,13,346,West
2024-10-30,Pen,Stationery,3,35236,West
2024-05-15,Desk,Furniture,19,15390,East
2024-06-08,Notebook,Stationery,17,6160,North
2024-12-11,Chair,Furniture,11,5587,West
2024-05-12,Books,Stationery,17,43175,West
2024-04-06,Notebook,Stationery,10,46353,East
2024-10-11,Sofa,Furniture,18,38291,East
2024-12-27,Desk,Furniture,10,35677,North
2024-04-04,Table,Furniture,6,25574,South
2024-08-23,Headphones,Electronics,2,25509,South
2024-06-21,Desk,Furniture,1,1191,West
2024-08-04,Books,Stationery,10,360,North
2024-10-01,Mobile,Electronics,9,48681,South
2024-02-11,Monitor,Electronics,3,49344,North
2024-11-04,Pen,Stationery,8,8656,West
2024-01-28,Notebook,Stationery,5,19579,South
2024-01-03,Books,Stationery,5,46199,North
2024-05-15,Sofa,Furniture,19,23059,North
2024-12-26,Books,Stationery,9,9730,South
2024-11-13,Chair,Furniture,2,45804,West
2024-11-28,Books,Stationery,5,36876,North
2024-06-28,Printer,Electronics,15,13127,South
2024-09-04,Keyboard,Electronics,6,44798,West
2024-06-22,Desk,Furniture,16,18342,North
2024-10-18,Sofa,Furniture,15,21546,South
2024-04-19,Sofa,Furniture,17,19032,South
2024-11-20,Notebook,Stationery,19,47942,South
2024-10-14,Laptop,Electronics,13,49606,East
2024-07-14,Desk,Furniture,3,14790,North
2024-05-26,Printer,Electronics,4,36633,East
2024-10-23,Notebook,Stationery,12,830,North
2024-06-04,Sofa,Furniture,3,4279,East
2024-05-13,Notebook,Stationery,11,38411,West
2024-01-13,Pen,Stationery,12,14163,South
2024-05-04,Pen,Stationery,14,33026,South
2024-12-12,Headphones,Electronics,14,31804,West
2024-01-30,Pen,Stationery,15,7903,East
2024-01-27,Desk,Furniture,6,24246,North
2024-09-15,Desk,Furniture,15,46110,South
2024-06-24,Books,Stationery,19,35438,North
2024-03-09,Printer,Electronics,14,30379,East
2024-02-25,Pen,Stationery,14,13256,North
2024-12-01,Mouse,Electronics,4,4009,North
2024-04-30,Chair,Furniture,16,40353,West
2024-01-04,Chair,Furniture,4,10752,West
2024-08-24,Sofa,Furniture,4,20693,North
2024-11-30,Sofa,Furniture,18,44408,South
2024-03-07,Headphones,Electronics,6,42825,West
2024-03-12,Monitor,Electronics,1,31870,West
2024-10-04,Keyboard,Electronics,2,44527,North
2024-10-19,Pen,Stationery,4,18147,South
2024-06-29,Books,Stationery,10,48407,East
2024-01-27,Books,Stationery,8,22046,West
2024-03-22,Sofa,Furniture,16,17512,East
2024-04-24,Notebook,Stationery,17,9897,East
2024-04-21,Table,Furniture,6,27026,North
2024-08-08,Pen,Stationery,5,21480,West
2024-04-19,Keyboard,Electronics,2,31913,East
2024-05-10,Tablet,Electronics,9,37467,South
2024-06-29,Pen,Stationery,4,156,South
2024-02-24,Pen,Stationery,8,8162,North
2024-07-05,Desk,Furniture,9,27679,West
2024-07-29,Desk,Furniture,17,28557,North
2024-03-06,Chair,Furniture,19,25109,South
2024-06-24,Printer,Electronics,10,28867,East
2024-07-22,Sofa,Furniture,8,30640,West
2024-04-19,Notebook,Stationery,12,27790,East
2024-04-24,Chair,Furniture,4,148,East
2024-07-17,Mouse,Electronics,7,32676,South
2024-05-17,Pen,Stationery,8,22096,South
2024-07-03,Books,Stationery,5,42682,East
2024-03-28,Sofa,Furniture,17,36455,East
2024-07-09,Notebook,Stationery,3,37734,North
2024-12-15,Notebook,Stationery,17,35385,South
2024-12-08,Headphones,Electronics,4,28056,South
2024-09-25,Keyboard,Electronics,17,46739,East
2024-10-27,Desk,Furniture,6,16105,East
2024-02-01,Printer,Electronics,7,14917,North
2024-10-02,Keyboard,Electronics,16,34717,South
2024-02-23,Mobile,Electronics,7,6940,North
2024-10-30,Keyboard,Electronics,5,49079,West
2024-12-31,Table,Furniture,16,39123,South
